,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m/s),surface_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2)
05/04/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.35,3.98,0.0,0.0,0.0
05/05/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.44,5.2,0.0,0.0,0.0
05/05/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.77,5.13,0.0,0.0,0.0
05/05/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.17,4.13,0.0,0.0,0.0
05/05/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.93,3.44,0.0,0.0,0.0
05/05/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.78,3.15,0.0,0.0,0.0
05/05/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.27,3.52,0.0,0.0,0.0
05/05/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.4,3.64,0.0,0.0,0.0
05/05/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.58,3.79,0.7,0.65,0.0
05/05/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.62,3.73,47.9,28.11,143.06
05/05/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.65,3.34,176.75,90.11,263.72
05/05/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.32,3.1,361.74,118.87,477.23
05/05/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.97,2.65,499.33,173.3,488.71
05/05/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.37,1.83,713.53,200.35,647.62
05/05/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.65,2.07,856.99,165.3,789.39
05/05/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.62,2.31,940.16,157.91,856.89
05/05/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.52,2.65,852.18,228.53,693.02
05/05/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.96,2.38,779.03,187.77,705.4
05/05/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.17,2.27,650.33,232.5,570.84
05/05/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.56,1.84,540.76,141.35,678.74
05/05/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.24,2.41,364.85,95.43,645.34
05/05/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.92,3.11,170.27,60.05,477.74
05/05/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.36,3.09,26.47,14.74,0.0
05/05/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.43,3.27,0.0,0.0,0.0
05/05/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.45,3.59,0.0,0.0,0.0
05/06/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.74,3.37,0.0,0.0,0.0
05/06/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.3,2.94,0.0,0.0,0.0
05/06/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.72,2.79,0.0,0.0,0.0
05/06/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.63,2.79,0.0,0.0,0.0
05/06/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.54,2.7,0.0,0.0,0.0
05/06/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.29,2.66,0.0,0.0,0.0
05/06/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.56,2.38,0.0,0.0,0.0
05/06/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.99,2.44,1.64,1.69,0.0
05/06/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.66,2.87,47.1,45.15,13.75
05/06/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.13,3.01,156.69,128.35,85.45
05/06/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.63,3.33,343.88,217.93,246.16
05/06/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.29,2.98,537.46,248.11,432.11
05/06/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.77,2.92,664.59,186.46,601.68
05/06/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.35,3.11,798.42,239.66,636.17
05/06/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.98,3.18,707.73,319.97,423.84
05/06/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.36,3.55,746.92,200.54,605.84
05/06/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.02,3.66,573.28,260.47,372.32
05/06/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.79,3.7,482.86,154.34,447.55
05/06/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.94,3.93,441.76,131.66,524.97
05/06/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.27,3.2,232.16,80.63,360.82
05/06/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.48,2.59,125.98,51.88,317.46
05/06/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.54,2.63,19.75,12.03,0.0
05/06/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.19,3.12,0.0,0.0,0.0
05/06/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.63,3.6,0.0,0.0,0.0
05/07/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.95,3.79,0.0,0.0,0.0
05/07/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.13,3.63,0.0,0.0,0.0
05/07/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.42,3.67,0.0,0.0,0.0
05/07/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.83,3.95,0.0,0.0,0.0
05/07/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.42,3.97,0.0,0.0,0.0
05/07/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.14,4.02,0.0,0.0,0.0
05/07/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.03,3.58,0.0,0.0,0.0
05/07/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.07,4.0,1.96,1.87,0.0
05/07/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.85,4.9,77.9,40.16,260.5
05/07/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.79,5.71,206.51,82.57,370.47
05/07/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.51,6.75,370.56,144.76,439.0
05/07/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.32,6.95,384.08,272.07,166.68
05/07/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.53,6.48,403.35,247.61,195.44
05/07/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.69,7.62,631.58,237.2,447.99
05/07/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.08,8.08,410.08,318.93,99.42
05/07/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.26,8.24,806.88,217.82,651.8
05/07/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.77,7.89,678.25,161.09,614.13
05/07/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.59,5.88,413.97,185.95,309.77
05/07/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.01,3.62,317.4,166.87,253.88
05/07/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.89,4.16,219.23,84.94,317.91
05/07/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.51,3.51,85.96,49.04,156.35
05/07/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.04,2.21,22.85,11.76,0.0
05/07/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.58,2.36,0.0,0.0,0.0
05/07/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.58,2.95,0.0,0.0,0.0
05/08/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.51,3.37,0.0,0.0,0.0
05/08/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.22,2.77,0.0,0.0,0.0
05/08/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.11,2.11,0.0,0.0,0.0
05/08/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.54,2.47,0.0,0.0,0.0
05/08/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.77,1.82,0.0,0.0,0.0
05/08/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.74,1.64,0.0,0.0,0.0
05/08/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.03,1.59,0.0,0.0,0.0
05/08/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.78,1.84,3.4,2.53,0.0
05/08/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.11,1.68,101.31,37.27,432.64
05/08/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.84,1.27,287.1,67.55,650.66
05/08/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.45,1.61,486.68,87.54,772.11
05/08/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.05,1.38,665.96,99.67,839.73
05/08/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.63,2.24,810.44,111.12,875.27
05/08/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.08,2.53,864.87,181.85,774.15
05/08/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.29,2.65,920.61,170.99,816.0
05/08/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.56,2.75,795.9,315.23,530.79
05/08/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.79,3.22,623.29,349.22,324.74
05/08/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.15,3.46,593.51,297.52,401.03
05/08/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.04,2.5,466.96,217.15,419.78
05/08/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.47,1.92,315.47,152.88,382.74
05/08/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.38,2.48,146.67,92.07,228.61
05/08/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.17,2.7,21.15,20.02,0.0
05/08/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.19,2.3,0.0,0.0,0.0
05/08/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.81,3.05,0.0,0.0,0.0
05/09/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.34,3.83,0.0,0.0,0.0
05/09/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.91,3.54,0.0,0.0,0.0
05/09/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.03,3.6,0.0,0.0,0.0
05/09/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.64,2.57,0.0,0.0,0.0
05/09/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.11,1.34,0.0,0.0,0.0
05/09/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.83,1.75,0.0,0.0,0.0
05/09/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.87,1.77,0.0,0.0,0.0
05/09/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.82,1.78,1.33,1.31,0.0
05/09/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.73,3.05,32.44,26.66,38.28
05/09/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.62,3.78,59.66,48.03,34.17
05/09/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.32,3.67,74.38,74.26,0.23
05/09/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.52,3.88,123.57,108.51,22.26
05/09/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.47,4.95,165.74,153.31,15.52
05/09/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.57,4.75,252.52,225.82,30.2
05/09/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.05,3.99,275.34,241.67,36.58
05/09/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.93,4.38,275.27,241.19,37.56
05/09/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.11,5.59,149.98,137.69,14.53
05/09/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.05,5.91,135.85,117.57,24.7
05/09/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.83,4.47,118.45,104.85,22.78
05/09/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.56,4.37,52.94,51.65,3.02
05/09/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.2,4.63,17.87,17.48,1.64
05/09/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.91,4.6,3.91,3.93,0.0
05/09/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.71,4.66,0.0,0.0,0.0
05/09/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.68,4.48,0.0,0.0,0.0
05/10/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.47,4.32,0.0,0.0,0.0
05/10/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.3,4.49,0.0,0.0,0.0
05/10/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.76,4.42,0.0,0.0,0.0
05/10/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.17,3.99,0.0,0.0,0.0
05/10/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.34,3.02,0.0,0.0,0.0
05/10/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.99,2.59,0.0,0.0,0.0
05/10/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.74,2.47,0.0,0.0,0.0
05/10/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.45,2.76,3.75,2.98,0.0
05/10/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.56,3.2,96.28,44.16,338.3
05/10/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.08,3.23,283.52,76.33,604.23
05/10/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.6,2.89,488.6,89.04,765.63
05/10/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.19,2.46,659.38,107.69,812.74
05/10/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.87,2.81,699.32,119.59,721.94
05/10/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.1,3.54,678.76,202.18,537.89
05/10/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.85,3.82,702.36,222.31,520.55
05/10/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.49,3.93,724.41,176.2,603.03
05/10/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.05,4.14,575.34,195.89,447.66
05/10/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.28,4.38,421.98,186.87,316.86
05/10/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.66,3.46,329.77,174.35,259.3
05/10/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.81,3.51,242.57,104.55,321.29
05/10/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.88,1.78,113.57,60.32,218.14
05/10/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.95,2.14,25.1,14.19,196.1
05/10/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.42,3.01,0.0,0.0,0.0
05/10/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.94,3.92,0.0,0.0,0.0
05/11/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.39,4.59,0.0,0.0,0.0
05/11/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.96,4.68,0.0,0.0,0.0
05/11/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.04,4.96,0.0,0.0,0.0
05/11/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.22,5.2,0.0,0.0,0.0
05/11/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.4,5.6,0.0,0.0,0.0
05/11/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.06,5.89,0.0,0.0,0.0
05/11/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.21,4.95,0.0,0.0,0.0
05/11/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.57,4.92,4.1,2.98,0.0
05/11/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.9,4.77,108.3,40.25,433.53
05/11/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.25,4.9,302.04,68.05,677.23
05/11/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.81,5.97,504.67,85.11,800.34
05/11/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.95,6.79,686.08,98.6,862.79
05/11/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.14,7.28,833.05,107.57,901.32
05/11/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.03,7.77,929.32,114.81,917.46
05/11/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.88,7.68,941.63,169.19,836.06
05/11/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.25,7.96,721.04,257.82,508.58
05/11/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.69,7.71,571.66,249.37,379.43
05/11/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.07,6.83,386.79,266.16,162.16
05/11/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.78,5.4,412.5,195.57,360.66
05/11/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.32,3.76,329.72,96.07,540.98
05/11/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.04,2.16,169.69,73.85,388.47
05/11/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.47,2.46,27.43,17.62,167.6
05/11/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.9,2.44,0.0,0.0,0.0
05/11/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.87,2.43,0.0,0.0,0.0
05/12/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.7,2.36,0.0,0.0,0.0
05/12/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.94,2.15,0.0,0.0,0.0
05/12/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.46,2.36,0.0,0.0,0.0
05/12/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.2,2.45,0.0,0.0,0.0
05/12/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.58,2.25,0.0,0.0,0.0
05/12/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.78,1.96,0.0,0.0,0.0
05/12/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.62,2.29,0.0,0.0,0.0
05/12/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.82,2.48,5.35,3.75,0.0
05/12/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.52,3.44,110.99,40.25,442.81
05/12/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.67,3.46,299.02,68.34,662.79
05/12/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.97,3.94,497.73,85.44,783.1
05/12/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.31,4.3,679.27,96.61,853.16
05/12/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.19,4.28,824.94,104.58,892.91
05/12/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.55,4.05,921.79,109.73,912.94
05/12/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.75,3.9,963.19,111.84,919.84
05/12/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.72,4.1,889.05,152.14,807.61
05/12/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.41,4.24,686.93,168.85,608.69
05/12/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.33,4.27,559.25,138.14,564.66
05/12/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.45,3.2,474.94,117.24,592.63
05/12/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.64,3.14,282.32,85.5,453.27
05/12/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.04,3.52,147.65,59.51,353.6
05/12/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.48,4.1,29.87,14.48,250.75
05/12/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.91,4.22,0.0,0.0,0.0
05/12/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.5,4.32,0.0,0.0,0.0
05/13/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.0,4.93,0.0,0.0,0.0
05/13/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.96,4.63,0.0,0.0,0.0
05/13/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.76,4.48,0.0,0.0,0.0
05/13/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.21,4.38,0.0,0.0,0.0
05/13/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.25,4.14,0.0,0.0,0.0
05/13/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.46,4.03,0.0,0.0,0.0
05/13/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.16,4.0,0.0,0.0,0.0
05/13/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.89,3.7,5.91,4.05,0.0
05/13/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.65,4.1,109.94,39.35,434.47
05/13/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.77,4.28,287.61,72.73,613.09
05/13/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.75,4.72,447.66,116.87,625.71
05/13/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.33,4.9,614.81,141.16,691.58
05/13/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.38,5.01,736.57,156.54,717.39
05/13/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.68,5.29,780.75,243.91,602.42
05/13/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.57,5.37,654.34,210.56,478.66
05/13/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.27,5.08,757.55,268.89,534.6
05/13/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.74,4.71,647.51,287.65,421.96
05/13/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.15,4.91,569.06,223.47,462.26
05/13/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.89,2.75,454.44,159.61,486.82
05/13/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.58,0.85,258.23,109.71,340.25
05/13/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.7,0.38,86.26,56.15,119.56
05/13/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.81,1.39,20.91,14.27,103.48
05/13/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.7,1.0,0.0,0.0,0.0
05/13/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.52,0.43,0.0,0.0,0.0
05/14/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.28,1.08,0.0,0.0,0.0
05/14/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.07,1.57,0.0,0.0,0.0
05/14/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.33,2.0,0.0,0.0,0.0
05/14/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.62,2.39,0.0,0.0,0.0
05/14/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.01,1.6,0.0,0.0,0.0
05/14/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.42,1.56,0.0,0.0,0.0
05/14/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.15,1.68,0.0,0.0,0.0
05/14/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.27,1.79,4.45,3.73,0.0
05/14/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.87,1.98,73.5,54.64,114.19
05/14/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.88,2.7,26.33,24.69,6.46
05/14/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.49,3.38,6.07,6.11,0.0
05/14/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.18,4.1,0.0,0.0,0.0
05/14/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.07,4.05,0.0,0.0,0.0
05/15/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.89,3.71,0.0,0.0,0.0
05/15/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.66,3.84,0.0,0.0,0.0
05/15/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.54,3.89,0.0,0.0,0.0
05/15/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.75,3.89,0.0,0.0,0.0
05/15/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.67,3.84,0.0,0.0,0.0
